Temperature1,Temperature2,Pressure1,Pressure2,Temperature3,Temperature4,Pressure3,Pressure4,Temperature5,Temperature6,Pressure5,Pressure6
14,20,46,313,26,15,46,757,20,15,13,651
16,21,42,315,29,20,46,724,21,20,15,676
13,18,44,300,25,15,44,745,21,21,14,679
17,19,47,275,20,16,41,695,22,17,13,673
18,19,50,306,25,20,40,724,17,13,18,626
23,16,50,346,24,21,38,674,19,10,16,657
23,19,50,313,20,23,37,651,22,12,12,614
27,23,50,305,23,22,38,670,21,12,17,645
27,28,49,318,25,24,41,718,18,17,18,630
26,30,44,356,26,23,40,669,23,14,15,657
21,26,41,386,21,21,39,638,27,11,17,624
21,25,44,342,24,18,43,681,26,14,22,667
23,30,39,350,26,18,47,695,28,15,21,676
27,29,42,318,29,22,46,686,24,16,18,642
23,33,43,329,25,20,46,724,20,15,20,689
18,30,40,374,23,24,45,740,17,16,25,708
23,26,38,362,18,19,41,777,14,15,22,700
18,26,41,383,15,21,37,754,18,19,27,698
16,26,37,358,10,26,36,725,15,23,32,697
11,28,34,329,14,27,41,745,14,18,33,745
14,27,31,292,15,23,46,748,15,17,36,725
19,23,30,285,17,20,46,780,18,15,32,717
15,27,29,241,20,17,50,823,19,10,31,762
13,27,30,274,17,14,47,809,22,10,27,736
18,25,28,306,20,10,49,807,18,13,27,695
14,24,23,317,16,10,50,760,23,17,30,696
16,23,21,319,20,10,50,800,25,17,30,655
11,20,26,362,16,12,48,758,27,13,25,682
10,23,30,390,21,12,47,712,23,16,22,708
10,20,32,407,18,12,50,717,18,19,25,720
10,24,37,403,16,11,50,749,21,24,28,732
10,19,37,384,18,13,50,756,20,26,28,769
10,20,38,390,22,12,46,718,20,24,29,750
10,24,33,430,21,13,45,760,18,24,27,748
10,25,30,446,18,14,42,797,15,22,32,709
10,21,35,429,23,13,43,754,16,26,33,724
14,16,34,458,24,16,39,721,11,27,36,719
10,19,29,452,19,15,38,711,15,24,41,697
10,23,33,411,18,15,41,717,17,21,41,653
12,18,34,367,14,13,45,679,17,22,38,663
12,23,35,412,12,10,49,645,13,26,35,663
10,26,34,442,11,15,47,641,10,23,31,647
15,21,36,469,14,11,42,685,10,22,30,690
12,17,40,517,15,10,47,693,10,22,27,728
16,21,36,491,14,11,42,647,13,26,32,758
15,19,33,481,15,13,37,629,13,23,36,744
20,14,36,489,10,13,40,642,10,25,40,753
17,10,34,457,12,14,43,647,11,24,44,707
17,10,34,414,14,11,44,690,10,21,48,717
17,10,35,423,16,16,44,727,10,21,47,754
16,10,32,470,11,15,40,775,15,24,48,706
15,10,28,481,10,14,41,789,15,19,44,726
14,10,25,523,10,10,36,830,13,15,48,754
11,13,25,546,10,11,41,820,18,10,50,790
10,18,29,543,11,14,37,834,22,15,50,754
10,16,25,528,10,10,38,856,20,14,50,772
10,21,26,573,10,10,40,812,19,11,46,758
14,20,22,538,15,13,35,812,17,15,43,731
10,16,26,492,10,17,36,821,20,10,45,713
10,15,25,542,10,22,35,866,19,14,48,717
10,16,28,507,10,23,31,853,20,15,49,748
10,16,28,467,15,21,28,891,22,15,47,783
10,19,26,498,10,21,23,881,20,19,50,794
11,21,24,505,12,23,27,922,15,16,50,772
10,19,21,484,10,23,32,932,11,11,50,819
10,22,16,510,15,27,31,933,11,11,50,776
10,26,14,472,16,24,33,961,10,10,50,765
11,23,12,510,13,21,35,948,15,10,47,717
10,23,15,521,10,17,35,994,15,10,44,712
10,28,13,563,10,16,32,999,14,14,43,709
10,26,12,577,13,16,32,999,19,10,44,688
15,21,10,625,16,11,32,999,19,10,49,697
15,19,13,577,21,10,31,999,22,10,50,702
11,23,10,549,17,10,34,999,20,15,50,688
12,20,10,523,17,15,29,999,19,20,48,639
15,24,12,532,22,10,28,982,21,23,44,650
10,24,15,513,25,10,23,950,22,27,40,670
14,25,15,553,30,10,20,907,23,29,40,694
19,27,11,578,30,10,15,954,23,31,37,661
22,27,12,552,30,10,18,931,24,27,36,615
23,23,11,532,25,13,14,929,26,22,38,591
26,28,11,571,28,10,17,974,25,22,40,545
30,23,10,551,27,14,22,999,23,21,44,499
27,19,10,548,22,19,20,985,25,24,39,546
30,14,10,509,26,19,20,973,25,26,34,505
30,10,15,495,28,24,15,995,21,29,30,480
27,10,15,515,26,27,20,999,22,28,29,430
28,10,10,512,30,24,18,999,18,24,34,393
30,15,10,489,27,27,17,991,17,19,36,414
30,18,10,476,28,28,17,999,20,16,31,426
30,17,10,454,23,30,15,999,20,17,31,420
30,18,10,476,27,31,19,999,18,19,35,372
26,15,11,514,23,35,22,983,13,16,30,362
22,13,10,480,28,32,23,980,10,14,30,341
26,16,11,499,29,31,25,999,14,17,28,333
30,14,13,501,25,32,20,999,16,20,28,288
30,11,10,525,23,36,19,982,16,17,29,298
30,10,10,536,25,34,22,946,20,22,28,279
28,10,15,550,21,33,21,921,19,25,26,237
30,11,20,526,26,30,18,896,18,29,23,226
30,10,23,521,29,26,15,848,16,25,26,182
30,10,19,499,28,30,11,889,20,20,29,215
25,10,23,524,30,33,16,931,18,18,34,227
20,10,19,517,27,31,16,947,14,20,30,185
21,11,21,487,26,36,15,936,10,22,33,235
19,15,18,442,30,36,17,918,11,26,33,210
22,11,13,451,26,40,13,947,10,28,34,170
23,13,10,438,23,44,12,916,11,25,31,212
26,12,10,406,24,44,11,884,16,21,26,243
29,15,10,426,29,43,13,836,12,22,25,201
30,20,10,381,30,41,11,864,16,17,20,228
30,23,10,425,30,44,11,883,14,15,24,190
26,23,10,457,30,47,13,898,13,14,21,207
25,19,13,407,30,47,13,881,14,11,17,159
25,23,14,414,27,46,15,920,11,16,21,168
25,23,15,418,22,46,13,957,12,11,17,173
26,19,14,430,18,50,11,985,10,13,19,132
30,18,11,443,14,49,12,977,10,10,19,172
30,17,11,415,15,50,16,999,11,15,23,138
29,19,15,460,18,48,14,989,11,20,27,178
24,14,13,499,14,50,11,943,16,15,27,147
19,16,10,535,19,50,13,947,11,13,24,145
19,18,10,505,24,50,17,944,12,16,28,195
23,17,10,491,21,50,16,929,17,19,27,203
21,12,10,464,22,50,12,892,22,14,28,178
22,13,10,454,27,50,10,872,21,14,25,172
21,17,11,410,29,48,12,831,16,15,24,160
22,14,10,444,30,45,14,837,13,18,24,209
24,14,10,433,30,49,18,878,16,23,25,216
19,12,13,414,30,44,18,875,14,28,28,221
21,12,17,414,25,42,21,871,11,26,27,202
16,17,13,442,28,46,16,861,10,27,29,244
15,19,17,437,26,41,14,852,14,22,32,214
18,21,16,462,30,39,14,883,14,25,29,192
17,25,21,434,30,36,13,858,19,20,29,188
18,20,22,420,30,36,15,902,20,19,25,176
21,21,26,386,26,38,10,920,25,18,23,198
18,25,27,379,25,39,10,953,27,15,27,164
23,24,27,358,27,41,10,915,30,15,26,167
21,23,25,345,23,39,11,885,28,20,30,197
24,22,26,298,26,43,10,886,28,15,35,155
19,23,31,258,24,47,11,891,26,12,31,125
18,20,29,209,26,50,16,887,29,11,29,100
15,19,25,213,27,50,16,885,30,12,34,149
13,14,29,218,27,48,18,890,30,10,35,192
11,19,27,203,30,43,17,917,28,11,33,224
10,21,31,244,28,38,19,892,30,10,29,202
10,20,30,230,26,42,14,879,30,10,34,206
10,19,30,222,26,40,13,879,30,14,38,240
10,14,28,190,29,44,17,893,28,11,33,226
10,13,32,179,30,43,21,911,28,13,33,257
10,12,29,204,28,46,19,922,28,14,30,283
14,14,25,231,28,49,18,901,24,11,29,278
14,18,24,210,26,46,20,893,24,13,24,310
10,13,29,170,24,44,24,918,28,10,20,306
14,11,32,187,27,46,20,902,25,12,23,348
12,10,28,142,30,50,15,937,22,14,18,301
12,12,30,163,27,50,11,948,21,15,22,261
16,12,26,162,26,46,10,916,18,16,22,296
11,13,23,137,25,50,10,881,17,16,26,318
10,11,26,173,29,50,10,864,17,13,30,315
10,15,24,221,29,50,10,878,16,12,35,299
15,10,24,207,27,47,13,851,18,12,39,290
17,11,20,204,30,47,14,897,18,10,36,291
13,10,18,251,30,50,11,901,13,13,32,290
10,10,15,227,27,46,10,915,13,10,31,250
12,10,11,215,30,49,10,899,10,10,28,224
10,10,10,176,26,50,10,917,10,10,28,207
10,10,10,179,30,45,11,958,15,12,23,173
10,10,12,141,30,42,10,976,16,16,27,220
10,10,10,180,27,37,10,999,14,18,25,221
13,10,12,192,30,39,10,969,14,21,22,220
17,11,10,145,30,43,10,929,11,22,26,188
12,16,12,103,30,40,15,929,12,25,27,221
11,11,14,100,30,44,20,914,11,28,30,237
12,11,18,100,26,49,25,898,12,25,26,242
10,10,13,100,25,50,21,891,10,23,22,256
11,10,10,100,25,50,17,910,10,21,22,295
10,10,11,100,30,50,20,953,10,19,20,305
10,15,14,112,30,50,19,999,10,15,18,328
12,19,16,158,30,47,19,992,14,11,23,364
11,17,15,113,25,43,19,999,16,13,20,345
13,12,16,100,23,43,23,963,21,10,21,335
12,14,20,134,26,45,27,999,26,10,26,285
15,13,15,124,30,40,23,999,29,12,31,268
20,18,16,171,30,44,25,999,30,10,27,225
20,19,14,212,30,39,30,999,30,15,24,242
22,20,12,174,26,41,29,999,30,10,21,232
22,25,16,166,21,41,27,999,30,11,26,184
18,24,17,164,26,37,29,973,27,13,29,197
14,26,15,192,27,38,27,982,24,15,34,149
18,31,11,196,30,39,29,999,21,19,29,102
20,35,10,155,29,38,32,973,26,21,26,100
25,37,10,135,27,38,35,999,24,21,31,109
23,38,10,171,30,35,31,999,26,20,33,138
25,42,10,170,25,36,31,999,30,23,35,159
25,41,10,216,24,41,30,960,28,22,31,192
29,43,12,249,24,40,28,930,30,24,29,165
29,48,12,264,29,40,32,935,30,25,30,181
28,45,15,222,30,38,30,946,26,25,34,230
26,50,14,228,29,39,29,927,23,29,38,260
21,50,19,273,30,42,31,893,27,24,35,254
20,47,24,285,30,47,31,920,30,23,35,240
24,42,22,244,30,43,27,955,25,22,36,287
22,39,20,258,30,44,30,963,20,26,38,283
24,38,23,231,30,46,30,946,23,21,38,322
26,43,23,261,30,41,25,987,28,23,41,370
29,41,21,287,30,44,25,990,26,23,44,375
30,46,18,293,26,47,20,974,27,27,45,370
30,46,20,264,22,42,21,999,28,32,49,364
30,42,25,280,22,40,22,999,30,33,44,375
25,43,26,241,23,38,27,999,29,32,41,361
23,48,23,278,23,40,27,977,30,27,41,362
28,47,26,268,27,36,29,945,27,29,40,333
30,43,28,287,25,31,25,919,27,33,40,379
29,43,31,284,28,36,30,889,29,38,38,425
30,38,29,235,30,39,33,846,25,36,33,463
28,34,25,242,29,42,31,831,29,35,35,488
29,38,26,289,30,46,34,787,27,35,31,441
30,33,23,283,30,50,35,789,30,35,29,469
25,34,24,242,30,45,36,806,30,38,32,467
27,34,19,208,26,41,36,769,26,35,28,473
27,29,23,162,30,46,32,737,28,36,29,500
22,29,23,149,26,50,32,763,30,33,26,487
17,26,21,105,27,50,37,748,30,33,27,499
17,28,25,100,26,50,36,765,28,34,22,465
20,28,25,100,26,50,33,811,26,36,25,487
21,32,21,142,25,50,30,772,27,31,24,489
16,28,18,185,21,45,30,746,23,36,28,486
19,28,22,217,16,44,30,740,26,34,27,505
23,29,21,177,16,48,30,726,23,29,27,492
18,26,23,176,16,45,29,698,22,27,24,529
23,26,23,136,15,40,26,704,24,32,23,525
23,28,22,182,14,43,26,744,23,34,22,534
19,25,27,150,18,45,30,761,18,33,18,571
16,21,31,146,23,44,30,745,15,30,17,573
11,24,36,114,23,48,30,779,11,28,14,550
10,28,38,100,26,44,33,742,13,31,18,570
15,28,33,139,23,46,35,762,12,36,23,615
10,33,37,100,18,50,39,768,10,32,20,617
10,28,41,117,15,48,34,738,10,33,19,662
15,26,42,145,12,50,32,733,15,33,20,710
19,21,40,129,10,48,37,694,19,31,19,666
23,26,40,100,10,50,36,679,23,34,19,716
21,31,36,100,11,50,34,675,18,29,19,758
17,35,36,100,10,48,30,698,16,34,20,724
22,40,37,125,11,45,35,653,17,31,23,674
24,35,38,100,10,49,36,657,13,32,18,624
21,34,36,100,15,48,39,697,12,32,16,604
22,38,39,100,14,50,44,717,13,29,16,560
22,41,36,100,15,50,42,728,10,26,15,581
18,45,36,100,16,50,46,752,10,31,20,545
17,41,37,129,16,49,44,756,10,35,24,580
20,37,42,104,12,47,43,806,10,34,20,593
17,38,45,135,14,48,43,764,10,29,24,640
21,35,49,106,15,48,38,734,11,26,28,643
25,31,50,100,19,48,36,723,16,30,30,640
25,33,50,100,17,50,33,770,17,29,29,638
21,29,47,100,13,49,33,772,20,28,27,609
26,27,46,135,16,50,36,795,23,27,28,647
24,28,42,153,20,49,40,766,19,25,23,634
20,24,40,160,15,50,36,766,23,30,18,680
23,29,44,140,17,50,40,718,20,29,21,721
23,27,42,165,19,46,37,757,19,24,22,704
21,30,39,183,21,46,41,778,22,22,20,692
22,26,34,173,21,45,42,748,25,23,16,718
18,29,31,170,21,48,45,777,24,21,15,668
21,31,27,212,21,50,49,786,19,20,18,712
17,30,32,222,19,48,50,761,23,21,16,676
12,26,30,186,22,47,50,808,22,17,21,633
10,22,26,233,27,50,50,800,20,13,26,615
10,25,30,203,26,50,50,765,18,16,25,569
10,22,31,167,24,49,50,772,16,19,27,548
15,20,36,134,28,50,50,731,11,19,31,516
16,19,39,106,28,50,50,775,15,20,34,506
15,19,34,114,27,50,50,739,11,20,31,550
13,18,37,122,28,45,50,724,16,22,28,571
12,21,38,168,29,42,50,716,15,22,32,605
14,23,41,195,30,41,50,758,17,17,37,629
16,19,36,201,30,42,50,730,21,20,41,627
18,23,33,215,30,44,50,700,23,22,44,666
21,18,33,197,27,46,48,654,27,26,47,646
25,13,32,168,29,42,49,631,30,26,47,650
29,11,32,187,30,44,50,641,30,29,45,630
29,11,35,141,30,40,50,648,25,31,42,619
25,16,39,121,30,36,49,619,23,31,41,627
30,16,37,154,29,41,50,594,19,34,38,621
29,20,36,122,28,41,50,580,15,36,41,587
30,23,39,100,29,46,45,531,12,36,45,623
30,20,44,148,28,46,41,524,14,31,48,579
30,16,48,180,29,45,40,560,16,27,46,565
26,21,50,181,30,50,39,575,18,32,43,578
26,22,50,189,30,50,40,605,14,29,45,609
21,19,45,143,26,50,36,559,13,24,48,633
16,15,48,120,29,50,31,529,14,29,50,614
13,19,44,126,30,49,27,578,12,24,50,636
10,18,45,154,30,47,30,610,11,22,50,626
15,20,45,151,30,45,28,588,10,22,50,632
11,22,41,106,29,50,29,573,10,23,50,652
10,27,37,100,28,50,31,542,14,23,48,694
10,30,35,100,30,50,29,548,12,24,47,715
11,28,31,123,30,48,24,532,10,19,49,723
15,33,30,155,30,49,22,528,10,18,50,732
10,32,26,176,26,49,17,532,10,15,50,769
10,32,31,162,30,44,21,546,10,10,50,760
14,33,33,138,30,45,20,525,10,13,50,715
14,33,37,133,28,47,24,478,15,10,48,679
10,28,37,100,23,50,26,458,14,14,50,707
12,33,32,127,19,47,22,506,16,10,50,742
13,30,27,100,23,42,26,474,16,12,50,734
10,33,25,106,18,43,25,466,11,11,50,699
10,28,20,101,18,48,28,460,13,11,50,735
11,25,19,111,14,50,23,468,13,12,47,776
10,28,19,116,12,47,24,457,17,13,49,825
10,25,18,100,13,43,27,450,12,17,50,844
15,21,14,100,10,43,23,448,17,14,45,818
13,16,12,141,12,43,26,416,14,14,46,830
12,20,10,173,13,44,23,388,16,11,47,787
14,20,11,203,12,49,27,404,17,10,42,825
12,17,10,247,10,50,31,427,16,11,40,862
17,20,10,278,10,50,36,431,21,10,40,856
14,24,15,301,10,50,31,417,18,15,35,827
14,27,11,276,10,45,27,385,15,19,40,856
16,28,10,322,10,41,31,412,10,14,39,833
16,23,10,334,10,46,27,407,15,14,38,789
21,24,10,344,15,41,26,357,16,17,38,769
18,21,11,382,10,44,22,341,11,15,40,811
22,26,13,343,10,39,18,381,15,11,44,781
18,26,10,364,15,43,22,340,13,10,44,759
22,26,10,327,20,46,25,339,15,13,39,722
27,23,15,371,18,45,30,293,12,15,43,690
30,21,10,351,22,41,28,336,14,20,40,703
30,21,10,336,20,45,30,376,10,25,44,743
27,21,10,326,22,42,27,397,10,30,45,763
27,24,14,356,21,46,24,391,10,30,47,720
25,23,10,395,23,49,24,424,10,33,50,683
28,20,12,422,28,50,27,442,10,31,50,695
26,17,16,403,30,45,27,481,10,34,47,719
22,13,11,372,30,48,24,486,14,38,50,749
19,10,10,337,26,50,26,475,19,33,50,797
18,10,15,326,27,50,31,454,20,33,50,837
13,10,14,304,30,50,27,462,25,35,50,855
14,15,11,258,30,49,22,460,20,36,48,888
10,10,11,259,30,44,23,423,16,41,44,912
13,12,15,227,30,48,23,421,12,44,43,889
14,15,20,193,29,50,18,462,11,40,42,849
16,15,17,154,26,46,20,417,14,43,45,810
21,15,21,173,30,50,25,402,18,47,50,766
25,13,25,147,29,50,27,388,20,49,45,771
29,11,29,187,26,46,25,387,23,47,49,801
30,13,33,217,24,50,26,401,20,45,49,763
30,14,28,217,29,46,21,356,23,46,46,753
28,11,27,190,27,49,24,365,27,47,46,765
28,16,29,204,25,50,19,340,29,45,42,715
30,16,26,164,23,50,17,345,28,41,41,709
30,19,29,174,24,50,19,296,30,38,38,671
26,19,33,183,19,47,21,253,28,36,34,719
22,14,30,191,22,43,18,263,27,39,35,701
20,10,35,196,26,42,13,266,27,37,39,721
20,12,38,161,23,44,14,302,27,38,40,727
15,10,36,161,19,44,19,287,30,42,43,776
10,10,33,154,15,40,24,265,30,38,45,789
11,15,31,131,11,44,25,259,30,33,47,816
10,13,36,148,12,39,20,253,30,32,49,775
10,17,31,174,13,44,16,212,30,36,50,759
15,15,33,133,17,48,21,205,30,38,48,750
10,10,30,116,15,46,20,192,30,41,47,794
10,10,28,156,19,50,16,234,25,38,42,826
10,13,25,127,17,50,13,198,26,38,37,815
15,17,29,105,19,48,12,174,28,36,41,771
20,22,26,100,23,50,13,173,28,34,39,800
17,22,28,130,25,46,11,188,26,34,37,765
17,26,27,168,23,44,10,203,30,34,34,799
22,25,24,156,18,48,10,245,26,38,38,785
19,20,23,112,20,47,10,227,30,38,34,764
21,22,18,136,20,49,11,188,25,35,36,765
19,17,19,102,19,50,16,201,26,37,33,760
22,15,14,100,20,47,11,194,23,41,31,809
17,20,14,100,15,47,12,168,22,36,30,778
19,21,15,100,16,48,13,185,23,37,27,803
19,18,11,116,11,50,15,222,28,41,32,784
18,16,13,165,10,50,14,229,23,41,32,735
17,12,17,165,13,45,15,252,19,39,27,746
19,16,12,171,16,50,13,260,20,38,23,696
19,18,12,148,18,50,14,301,21,35,25,701
24,19,10,176,21,50,16,347,18,31,24,704
29,20,10,205,24,50,21,369,14,29,21,714
30,24,10,230,21,50,18,390,10,25,26,685
30,26,15,228,18,48,16,402,15,23,31,658
30,29,12,211,13,45,21,393,19,22,31,634
30,30,15,212,10,44,26,375,22,19,29,619
30,29,10,196,13,39,25,397,27,22,24,621
29,28,10,223,14,42,25,407,24,22,28,613
30,30,10,220,18,47,26,368,21,23,28,618
30,29,12,170,14,46,30,392,18,23,27,574
30,34,16,188,18,50,28,350,23,27,25,624
30,34,21,236,22,50,24,399,21,31,22,647
27,34,17,198,26,50,25,354,23,29,24,676
26,32,17,195,28,48,26,328,28,26,20,712
29,31,14,167,24,50,25,326,30,21,18,716
27,30,17,211,24,46,24,304,30,16,14,728
22,26,15,215,23,44,19,320,30,11,17,691
17,23,14,243,19,40,18,369,28,15,18,677
13,18,19,218,17,40,19,329,30,10,15,681
13,17,14,178,17,43,23,364,27,11,14,639
17,12,11,148,21,40,19,352,30,11,17,612
12,16,10,164,25,41,21,369,30,13,22,620
12,11,11,169,20,42,18,350,30,11,20,627
11,16,15,180,25,44,23,381,30,10,16,585
10,12,14,219,24,46,18,354,30,11,13,629
10,14,10,181,23,44,20,379,30,10,13,641
13,11,10,142,26,45,16,426,30,10,12,667
12,12,11,175,25,46,19,431,30,10,11,638
10,10,13,152,25,43,21,392,30,13,10,677
12,10,14,177,21,43,17,377,30,17,10,712
11,11,10,164,24,38,18,414,30,21,11,677
10,14,10,115,25,42,18,377,30,25,13,708
10,10,15,116,20,46,19,397,25,30,12,718
10,12,15,100,22,48,23,411,29,31,13,704
10,10,12,100,21,50,20,373,27,26,10,731
12,10,11,100,19,50,24,370,30,21,10,760
17,10,10,142,24,50,29,374,30,17,14,763
22,10,12,138,24,50,33,362,28,18,13,802
25,10,16,100,27,50,32,342,30,15,10,771
20,12,18,100,26,50,34,386,30,10,10,750
23,16,22,149,28,46,32,344,27,12,12,786
24,15,17,131,29,50,33,365,22,14,13,790
23,14,20,150,29,48,36,406,27,10,11,745
28,13,16,114,25,50,34,365,27,10,10,794
30,11,14,131,25,46,35,376,24,10,10,754
30,10,10,100,24,42,35,422,22,10,10,767
28,10,13,100,27,46,35,420,17,10,10,746
30,14,10,100,22,47,35,450,17,10,13,704
30,11,13,100,20,43,38,444,15,14,18,736
30,14,18,100,15,46,43,483,11,19,23,714
30,10,17,137,19,46,44,445,15,16,28,757
30,11,19,187,21,45,47,411,14,17,26,798
26,11,24,235,20,50,46,424,10,18,31,820
28,10,26,279,24,50,49,405,10,17,35,800
27,10,30,246,29,50,46,377,15,13,32,786
30,12,31,290,26,50,45,415,16,10,31,804
30,17,30,276,24,50,49,396,19,10,27,842
25,18,32,290,19,47,50,424,18,12,27,800
26,19,29,288,20,50,46,444,17,10,25,821
21,22,26,242,15,45,47,426,16,11,21,802
18,27,31,257,18,48,49,406,12,11,22,830
20,28,31,280,18,49,48,431,11,15,25,825
19,30,31,230,19,50,47,433,16,14,30,817
17,25,35,221,22,50,44,405,11,10,27,797
21,28,31,263,24,48,49,438,15,10,26,802
25,26,35,251,28,45,46,465,18,11,21,852
20,23,36,228,30,50,47,502,14,10,20,875
20,26,32,192,30,50,50,547,14,15,17,875
19,30,29,241,30,50,50,563,15,12,20,882
19,30,26,259,30,48,50,540,19,10,25,932
24,31,24,289,30,45,46,509,21,10,21,981
29,27,21,246,26,45,50,499,24,10,22,966
30,29,16,227,27,48,46,541,23,15,21,936
30,26,15,275,30,45,44,537,24,19,21,896
30,26,20,281,25,41,44,552,27,23,24,860
29,28,17,289,27,42,42,587,30,18,21,894
29,24,17,324,24,39,44,561,30,16,18,911
27,27,19,348,24,38,41,579,25,14,14,947
26,28,17,312,21,38,37,592,29,18,15,911
27,32,14,308,19,34,38,555,27,23,19,917
23,32,10,322,17,36,43,563,25,19,17,890
20,33,11,335,17,39,39,570,29,14,12,841
16,28,10,329,18,38,39,546,27,15,14,821
17,32,11,344,20,36,36,525,23,10,10,819
15,32,10,370,21,41,34,548,21,10,13,828
10,28,10,399,22,41,39,562,20,12,10,868
10,33,10,409,19,38,39,571,17,12,12,913
10,32,12,378,22,36,43,561,15,10,15,955
10,27,16,346,26,37,46,592,15,11,20,990
10,32,13,369,29,34,45,592,19,10,21,999
10,37,10,368,30,31,48,599,18,13,24,969
10,34,10,379,30,26,48,552,16,10,25,948
10,30,13,418,29,29,50,589,14,10,28,953
11,29,12,460,30,30,50,570,15,14,26,971
11,26,12,456,30,32,50,594,10,19,21,995
15,25,13,496,27,33,50,544,10,22,18,999
19,20,18,544,30,31,47,497,10,26,14,994
24,22,20,526,28,30,42,508,10,23,15,999
24,25,22,497,30,32,45,556,10,22,20,957
22,29,21,516,28,28,48,565,10,25,19,947
25,32,18,566,30,27,43,533,10,20,19,968
28,28,17,600,30,30,48,531,10,17,21,934
30,28,15,637,30,26,48,580,10,21,26,910
30,32,16,617,25,23,49,568,10,25,31,888
29,33,18,587,28,26,50,605,15,29,28,893
29,38,22,584,28,22,50,566,14,33,24,940
30,40,20,586,25,26,50,547,16,29,20,952
27,37,22,617,29,24,46,517,17,33,24,908
28,39,23,636,30,21,45,539,17,38,29,941
24,34,28,601,30,26,42,569,17,34,31,977
19,29,28,577,25,24,42,593,15,29,34,964
14,28,28,596,22,28,40,597,13,24,29,992
12,23,25,546,25,29,36,549,12,20,32,942
15,22,25,596,25,32,36,570,16,18,28,934
14,23,22,616,20,30,41,531,17,16,23,973
19,22,17,625,16,32,40,490,12,14,28,951
24,27,22,659,16,27,35,471,11,15,31,906
22,25,19,634,13,25,30,509,11,19,28,906
18,23,18,621,16,20,34,498,14,17,33,914
17,27,18,646,14,20,29,543,19,22,36,907
16,22,19,602,11,21,31,593,24,23,36,909
21,18,14,594,11,19,31,635,19,22,31,949
16,14,19,544,13,20,26,598,15,18,28,973
18,17,17,506,14,15,30,632,20,22,29,938
18,14,18,549,11,10,35,647,16,23,31,921
16,16,15,594,10,10,33,660,12,21,31,876
17,21,11,567,13,10,38,633,14,21,26,838
20,22,12,614,11,11,39,657,17,20,28,810
20,21,11,610,10,10,36,682,16,19,27,761
16,17,10,564,10,13,39,643,16,16,25,714
15,21,10,545,13,15,43,634,18,18,23,671
20,22,10,585,18,14,47,608,14,21,28,632
20,23,14,536,21,10,50,657,19,21,31,600
25,21,10,582,24,10,46,646,24,16,36,566
24,21,10,582,22,10,48,611,21,14,34,555
27,25,10,604,21,10,50,644,23,15,29,535
26,28,10,566,25,13,47,603,28,20,32,561
22,32,10,614,24,16,43,582,25,25,37,525
26,27,10,579,26,16,43,596,20,27,42,555
22,27,11,569,21,17,44,591,20,29,46,528
22,28,13,534,22,18,42,552,24,26,50,558
20,33,15,556,18,22,37,574,29,23,50,528
20,34,16,526,22,26,39,596,30,28,48,549
25,37,18,540,21,31,43,627,25,30,49,586
29,33,23,535,20,30,42,670,26,32,50,572
30,32,26,546,23,35,39,691,23,34,49,558
30,35,26,585,18,36,44,671,23,35,46,538
27,33,23,610,23,33,47,695,20,38,50,554
25,34,22,571,24,35,50,724,19,36,50,506
25,32,23,538,22,33,50,697,21,34,48,457
29,27,21,505,17,37,46,675,22,34,43,448
30,25,21,546,12,39,41,654,17,31,42,465
26,30,18,564,10,42,46,640,19,33,47,500
27,30,20,597,10,47,44,601,21,29,42,501
24,26,25,557,10,45,49,555,16,24,44,539
25,24,30,584,12,45,50,526,21,19,41,530
23,27,29,626,10,48,50,493,24,17,37,560
25,26,29,601,10,49,47,535,26,22,39,525
21,22,28,555,11,50,49,536,21,22,41,475
17,17,31,519,10,49,49,583,20,24,45,469
13,14,29,559,10,50,45,612,23,25,47,449
15,12,27,587,10,46,41,628,22,29,48,411
13,17,30,599,12,50,41,594,20,32,44,449
12,17,34,574,14,50,38,564,16,31,40,464
10,20,29,600,11,47,41,547,12,36,37,484
10,17,24,619,10,50,42,587,14,41,41,451
15,19,28,574,14,50,45,553,19,36,40,484
16,16,30,598,10,45,43,506,16,31,40,460
17,11,26,581,10,44,46,485,21,28,37,467
17,12,27,536,10,43,49,504,23,28,33,424
13,15,24,581,10,47,49,456,24,28,36,436
10,12,22,611,10,44,45,422,23,30,32,461
10,13,18,565,10,42,49,378,23,32,32,467
10,17,16,526,10,42,50,336,27,29,34,508
10,15,18,486,12,39,50,354,27,26,34,545
13,17,21,519,10,34,50,338,27,26,32,535
10,14,25,479,10,29,48,342,25,29,29,579
10,15,20,466,10,28,50,392,28,34,34,561
10,15,24,510,10,29,50,405,24,29,31,592
15,20,29,466,10,27,46,392,24,24,28,556
14,19,28,451,10,29,50,411,25,21,23,572
19,23,29,448,12,30,50,413,26,25,26,574
15,24,31,432,10,29,50,391,27,28,21,582
14,22,34,405,12,24,50,411,27,27,18,543
18,24,31,372,10,19,50,387,30,32,16,493
21,29,26,323,10,18,49,425,30,35,12,517
19,28,25,297,13,16,50,431,30,35,15,528
15,33,24,329,10,14,48,425,30,31,18,520
17,36,25,364,12,16,49,395,30,32,19,555
12,35,24,348,16,14,50,358,30,31,18,521
10,31,19,341,19,19,49,406,30,29,14,508
10,35,16,335,23,17,45,379,30,25,15,472
12,32,15,370,22,12,45,416,30,24,11,485
16,31,10,346,18,14,47,416,30,23,10,489
13,28,10,315,21,19,48,386,25,25,15,515
